,Data_Hora,Estacao_Ano,Feriado,Dia_Trabalho,Condicoes_Climaticas,Temperatura,Sensacao_Termica,Umidade,Velocidade_Vento,Usuarios_Casuais,Usuarios_Registrados,Total_Alugueis,Mes,Dia,Hora,Tempo_Limpo
88,2011-01-04 20:00:00,Primavera,0,1,Tempo Limpo,9.84,12.88,48,7.0015,1,53,54,Janeiro,Terça-feira,20,1
89,2011-01-04 21:00:00,Primavera,0,1,Tempo Limpo,9.02,13.635,64,0.0,0,48,48,Janeiro,Terça-feira,21,1
90,2011-01-04 22:00:00,Primavera,0,1,Tempo Limpo,9.02,12.88,64,6.0032,1,34,35,Janeiro,Terça-feira,22,1
91,2011-01-04 23:00:00,Primavera,0,1,Tempo Limpo,8.2,11.365,69,6.0032,2,9,11,Janeiro,Terça-feira,23,1
92,2011-01-05 00:00:00,Primavera,0,1,Tempo Limpo,8.2,12.88,64,0.0,0,6,6,Janeiro,Quarta-feira,0,1
93,2011-01-05 01:00:00,Primavera,0,1,Tempo Limpo,6.56,9.85,74,6.0032,0,6,6,Janeiro,Quarta-feira,1,1
94,2011-01-05 02:00:00,Primavera,0,1,Tempo Limpo,6.56,9.85,74,6.0032,0,2,2,Janeiro,Quarta-feira,2,1
95,2011-01-05 04:00:00,Primavera,0,1,Tempo Limpo,9.84,11.365,48,15.0013,0,2,2,Janeiro,Quarta-feira,4,1
96,2011-01-05 05:00:00,Primavera,0,1,Tempo Limpo,9.02,11.365,47,11.0014,0,3,3,Janeiro,Quarta-feira,5,1
97,2011-01-05 06:00:00,Primavera,0,1,Tempo Limpo,8.2,9.85,47,15.0013,0,33,33,Janeiro,Quarta-feira,6,1
98,2011-01-05 07:00:00,Primavera,0,1,Tempo Limpo,7.38,9.09,43,12.998,1,87,88,Janeiro,Quarta-feira,7,1
99,2011-01-05 08:00:00,Primavera,0,1,Tempo Limpo,8.2,9.09,40,19.9995,3,192,195,Janeiro,Quarta-feira,8,1
100,2011-01-05 09:00:00,Primavera,0,1,Tempo Limpo,9.02,9.85,37,22.0028,6,109,115,Janeiro,Quarta-feira,9,1
101,2011-01-05 10:00:00,Primavera,0,1,Tempo Limpo,9.02,9.85,37,22.0028,4,53,57,Janeiro,Quarta-feira,10,1
102,2011-01-05 11:00:00,Primavera,0,1,Tempo Limpo,10.66,11.365,33,22.0028,12,34,46,Janeiro,Quarta-feira,11,1
103,2011-01-05 12:00:00,Primavera,0,1,Tempo Limpo,10.66,11.365,33,22.0028,5,74,79,Janeiro,Quarta-feira,12,1
104,2011-01-05 13:00:00,Primavera,0,1,Tempo Limpo,11.48,12.88,30,19.9995,6,65,71,Janeiro,Quarta-feira,13,1
105,2011-01-05 14:00:00,Primavera,0,1,Tempo Limpo,12.3,14.395,28,12.998,10,52,62,Janeiro,Quarta-feira,14,1
106,2011-01-05 15:00:00,Primavera,0,1,Tempo Limpo,12.3,14.395,28,12.998,7,55,62,Janeiro,Quarta-feira,15,1
107,2011-01-05 16:00:00,Primavera,0,1,Tempo Limpo,12.3,15.91,28,6.0032,4,85,89,Janeiro,Quarta-feira,16,1
108,2011-01-05 17:00:00,Primavera,0,1,Tempo Limpo,9.84,11.365,38,12.998,4,186,190,Janeiro,Quarta-feira,17,1
109,2011-01-05 18:00:00,Primavera,0,1,Tempo Limpo,9.84,12.12,38,8.9981,3,166,169,Janeiro,Quarta-feira,18,1
110,2011-01-05 19:00:00,Primavera,0,1,Tempo Limpo,9.84,12.88,38,7.0015,5,127,132,Janeiro,Quarta-feira,19,1
111,2011-01-05 20:00:00,Primavera,0,1,Tempo Limpo,9.02,11.365,47,11.0014,7,82,89,Janeiro,Quarta-feira,20,1
112,2011-01-05 21:00:00,Primavera,0,1,Tempo Limpo,8.2,9.85,51,12.998,3,40,43,Janeiro,Quarta-feira,21,1
113,2011-01-05 22:00:00,Primavera,0,1,Tempo Limpo,7.38,9.85,55,8.9981,1,41,42,Janeiro,Quarta-feira,22,1
114,2011-01-05 23:00:00,Primavera,0,1,Tempo Limpo,8.2,12.88,47,0.0,1,18,19,Janeiro,Quarta-feira,23,1
115,2011-01-06 00:00:00,Primavera,0,1,Tempo Limpo,7.38,12.12,55,0.0,0,11,11,Janeiro,Quinta-feira,0,1
116,2011-01-06 01:00:00,Primavera,0,1,Tempo Limpo,6.56,11.365,64,0.0,0,4,4,Janeiro,Quinta-feira,1,1
117,2011-01-06 02:00:00,Primavera,0,1,Tempo Limpo,6.56,11.365,64,0.0,0,2,2,Janeiro,Quinta-feira,2,1
118,2011-01-06 04:00:00,Primavera,0,1,Nublado,6.56,9.85,64,6.0032,0,1,1,Janeiro,Quinta-feira,4,0
119,2011-01-06 05:00:00,Primavera,0,1,Nublado,5.74,9.09,69,6.0032,0,4,4,Janeiro,Quinta-feira,5,0
120,2011-01-06 06:00:00,Primavera,0,1,Nublado,5.74,8.335,63,7.0015,0,36,36,Janeiro,Quinta-feira,6,0
121,2011-01-06 07:00:00,Primavera,0,1,Nublado,6.56,11.365,59,0.0,0,95,95,Janeiro,Quinta-feira,7,0
122,2011-01-06 08:00:00,Primavera,0,1,Tempo Limpo,6.56,11.365,59,0.0,3,216,219,Janeiro,Quinta-feira,8,1
123,2011-01-06 09:00:00,Primavera,0,1,Nublado,7.38,12.12,51,0.0,6,116,122,Janeiro,Quinta-feira,9,0
124,2011-01-06 10:00:00,Primavera,0,1,Tempo Limpo,8.2,12.88,47,0.0,3,42,45,Janeiro,Quinta-feira,10,1
125,2011-01-06 11:00:00,Primavera,0,1,Tempo Limpo,9.02,12.88,44,6.0032,2,57,59,Janeiro,Quinta-feira,11,1
126,2011-01-06 12:00:00,Primavera,0,1,Tempo Limpo,10.66,14.395,35,0.0,6,78,84,Janeiro,Quinta-feira,12,1
127,2011-01-06 13:00:00,Primavera,0,1,Tempo Limpo,10.66,13.635,35,7.0015,12,55,67,Janeiro,Quinta-feira,13,1
128,2011-01-06 14:00:00,Primavera,0,1,Tempo Limpo,11.48,13.635,36,11.0014,11,59,70,Janeiro,Quinta-feira,14,1
129,2011-01-06 15:00:00,Primavera,0,1,Tempo Limpo,11.48,13.635,36,0.0,8,54,62,Janeiro,Quinta-feira,15,1
130,2011-01-06 16:00:00,Primavera,0,1,Tempo Limpo,10.66,12.88,38,11.0014,12,74,86,Janeiro,Quinta-feira,16,1
131,2011-01-06 17:00:00,Primavera,0,1,Tempo Limpo,9.02,11.365,51,11.0014,9,163,172,Janeiro,Quinta-feira,17,1
132,2011-01-06 18:00:00,Primavera,0,1,Tempo Limpo,9.02,11.365,51,8.9981,5,158,163,Janeiro,Quinta-feira,18,1
133,2011-01-06 19:00:00,Primavera,0,1,Tempo Limpo,9.02,12.88,55,6.0032,3,109,112,Janeiro,Quinta-feira,19,1
134,2011-01-06 20:00:00,Primavera,0,1,Tempo Limpo,8.2,10.605,51,11.0014,3,66,69,Janeiro,Quinta-feira,20,1
135,2011-01-06 21:00:00,Primavera,0,1,Nublado,9.02,10.605,55,15.0013,0,48,48,Janeiro,Quinta-feira,21,0
136,2011-01-06 22:00:00,Primavera,0,1,Nublado,9.02,10.605,51,19.0012,1,51,52,Janeiro,Quinta-feira,22,0
137,2011-01-06 23:00:00,Primavera,0,1,Nublado,8.2,9.85,59,12.998,4,19,23,Janeiro,Quinta-feira,23,0
138,2011-01-07 00:00:00,Primavera,0,1,Nublado,8.2,9.85,64,12.998,4,13,17,Janeiro,Sexta-feira,0,0
139,2011-01-07 01:00:00,Primavera,0,1,Nublado,8.2,9.85,69,15.0013,2,5,7,Janeiro,Sexta-feira,1,0
140,2011-01-07 02:00:00,Primavera,0,1,Nublado,8.2,9.85,69,15.0013,0,1,1,Janeiro,Sexta-feira,2,0
141,2011-01-07 04:00:00,Primavera,0,1,Nublado,8.2,10.605,69,8.9981,0,1,1,Janeiro,Sexta-feira,4,0
142,2011-01-07 05:00:00,Primavera,0,1,Chuva Leve/Neve Leve ,9.02,13.635,55,0.0,0,5,5,Janeiro,Sexta-feira,5,0
143,2011-01-07 06:00:00,Primavera,0,1,Nublado,8.2,12.88,69,0.0,8,26,34,Janeiro,Sexta-feira,6,0
144,2011-01-07 07:00:00,Primavera,0,1,Tempo Limpo,8.2,10.605,69,8.9981,8,76,84,Janeiro,Sexta-feira,7,1
145,2011-01-07 08:00:00,Primavera,0,1,Tempo Limpo,8.2,9.85,51,16.9979,20,190,210,Janeiro,Sexta-feira,8,1
146,2011-01-07 09:00:00,Primavera,0,1,Tempo Limpo,8.2,9.09,47,19.9995,9,125,134,Janeiro,Sexta-feira,9,1
147,2011-01-07 10:00:00,Primavera,0,1,Tempo Limpo,9.02,9.85,37,22.0028,16,47,63,Janeiro,Sexta-feira,10,1
148,2011-01-07 11:00:00,Primavera,0,1,Nublado,8.2,9.85,40,15.0013,19,48,67,Janeiro,Sexta-feira,11,0
149,2011-01-07 12:00:00,Primavera,0,1,Nublado,8.2,9.85,37,16.9979,9,50,59,Janeiro,Sexta-feira,12,0
150,2011-01-07 13:00:00,Primavera,0,1,Nublado,8.2,9.09,37,19.0012,9,64,73,Janeiro,Sexta-feira,13,0
151,2011-01-07 14:00:00,Primavera,0,1,Nublado,8.2,9.85,40,16.9979,7,43,50,Janeiro,Sexta-feira,14,0
152,2011-01-07 15:00:00,Primavera,0,1,Nublado,8.2,10.605,37,11.0014,9,63,72,Janeiro,Sexta-feira,15,0
153,2011-01-07 16:00:00,Primavera,0,1,Nublado,8.2,10.605,37,11.0014,5,82,87,Janeiro,Sexta-feira,16,0
154,2011-01-07 17:00:00,Primavera,0,1,Nublado,8.2,12.88,37,0.0,9,178,187,Janeiro,Sexta-feira,17,0
155,2011-01-07 18:00:00,Primavera,0,1,Tempo Limpo,8.2,11.365,40,6.0032,7,116,123,Janeiro,Sexta-feira,18,1
156,2011-01-07 19:00:00,Primavera,0,1,Tempo Limpo,6.56,9.85,55,6.0032,3,92,95,Janeiro,Sexta-feira,19,1
157,2011-01-07 20:00:00,Primavera,0,1,Tempo Limpo,7.38,10.605,47,7.0015,1,50,51,Janeiro,Sexta-feira,20,1
158,2011-01-07 21:00:00,Primavera,0,1,Tempo Limpo,7.38,9.85,47,8.9981,0,39,39,Janeiro,Sexta-feira,21,1
159,2011-01-07 22:00:00,Primavera,0,1,Nublado,7.38,9.85,43,11.0014,2,34,36,Janeiro,Sexta-feira,22,0
160,2011-01-07 23:00:00,Primavera,0,1,Nublado,7.38,9.85,51,11.0014,1,14,15,Janeiro,Sexta-feira,23,0
161,2011-01-08 00:00:00,Primavera,0,0,Nublado,7.38,9.85,51,11.0014,1,24,25,Janeiro,Sábado,0,0
162,2011-01-08 01:00:00,Primavera,0,0,Nublado,7.38,10.605,55,6.0032,1,15,16,Janeiro,Sábado,1,0
163,2011-01-08 02:00:00,Primavera,0,0,Nublado,7.38,12.12,55,0.0,3,13,16,Janeiro,Sábado,2,0
164,2011-01-08 03:00:00,Primavera,0,0,Chuva Leve/Neve Leve ,7.38,9.85,55,11.0014,0,7,7,Janeiro,Sábado,3,0
165,2011-01-08 04:00:00,Primavera,0,0,Chuva Leve/Neve Leve ,7.38,9.85,55,11.0014,0,1,1,Janeiro,Sábado,4,0
166,2011-01-08 05:00:00,Primavera,0,0,Nublado,6.56,8.335,74,11.0014,0,5,5,Janeiro,Sábado,5,0
167,2011-01-08 06:00:00,Primavera,0,0,Nublado,6.56,8.335,74,11.0014,0,2,2,Janeiro,Sábado,6,0
168,2011-01-08 07:00:00,Primavera,0,0,Nublado,6.56,9.09,74,7.0015,1,8,9,Janeiro,Sábado,7,0
169,2011-01-08 08:00:00,Primavera,0,0,Chuva Leve/Neve Leve ,6.56,9.09,93,7.0015,0,15,15,Janeiro,Sábado,8,0
170,2011-01-08 09:00:00,Primavera,0,0,Chuva Leve/Neve Leve ,6.56,9.09,93,7.0015,0,20,20,Janeiro,Sábado,9,0
171,2011-01-08 10:00:00,Primavera,0,0,Nublado,7.38,9.85,80,11.0014,5,56,61,Janeiro,Sábado,10,0
172,2011-01-08 11:00:00,Primavera,0,0,Nublado,8.2,9.09,69,26.0027,2,60,62,Janeiro,Sábado,11,0
173,2011-01-08 12:00:00,Primavera,0,0,Nublado,8.2,9.09,59,23.9994,8,90,98,Janeiro,Sábado,12,0
174,2011-01-08 13:00:00,Primavera,0,0,Tempo Limpo,8.2,9.09,44,22.0028,7,95,102,Janeiro,Sábado,13,1
175,2011-01-08 14:00:00,Primavera,0,0,Tempo Limpo,8.2,8.335,32,32.9975,12,83,95,Janeiro,Sábado,14,1
176,2011-01-08 15:00:00,Primavera,0,0,Tempo Limpo,8.2,8.335,32,30.0026,5,69,74,Janeiro,Sábado,15,1
177,2011-01-08 16:00:00,Primavera,0,0,Tempo Limpo,7.38,6.82,29,30.0026,8,68,76,Janeiro,Sábado,16,1
178,2011-01-08 17:00:00,Primavera,0,0,Tempo Limpo,6.56,6.06,37,36.9974,5,64,69,Janeiro,Sábado,17,1
179,2011-01-08 18:00:00,Primavera,0,0,Tempo Limpo,5.74,6.06,39,19.9995,3,52,55,Janeiro,Sábado,18,1
180,2011-01-08 19:00:00,Primavera,0,0,Tempo Limpo,5.74,6.06,36,16.9979,4,26,30,Janeiro,Sábado,19,1
181,2011-01-08 20:00:00,Primavera,0,0,Tempo Limpo,4.92,6.06,36,16.9979,0,28,28,Janeiro,Sábado,20,1
182,2011-01-08 21:00:00,Primavera,0,0,Tempo Limpo,4.92,5.305,39,23.9994,2,35,37,Janeiro,Sábado,21,1
183,2011-01-08 22:00:00,Primavera,0,0,Tempo Limpo,4.92,5.305,36,26.0027,1,33,34,Janeiro,Sábado,22,1
184,2011-01-08 23:00:00,Primavera,0,0,Tempo Limpo,4.1,3.03,39,30.0026,0,22,22,Janeiro,Sábado,23,1
185,2011-01-09 00:00:00,Primavera,0,0,Tempo Limpo,4.1,3.79,42,26.0027,1,24,25,Janeiro,Domingo,0,1
186,2011-01-09 01:00:00,Primavera,0,0,Tempo Limpo,4.1,3.03,42,31.0009,0,12,12,Janeiro,Domingo,1,1
187,2011-01-09 02:00:00,Primavera,0,0,Tempo Limpo,4.1,3.03,46,31.0009,0,11,11,Janeiro,Domingo,2,1
188,2011-01-09 03:00:00,Primavera,0,0,Tempo Limpo,4.1,3.79,46,27.9993,0,4,4,Janeiro,Domingo,3,1
189,2011-01-09 04:00:00,Primavera,0,0,Tempo Limpo,3.28,4.545,53,12.998,0,1,1,Janeiro,Domingo,4,1
190,2011-01-09 05:00:00,Primavera,0,0,Tempo Limpo,3.28,4.545,53,12.998,0,1,1,Janeiro,Domingo,5,1
191,2011-01-09 06:00:00,Primavera,0,0,Tempo Limpo,4.1,4.545,49,19.0012,0,1,1,Janeiro,Domingo,6,1
192,2011-01-09 07:00:00,Primavera,0,0,Tempo Limpo,3.28,4.545,53,12.998,1,5,6,Janeiro,Domingo,7,1
193,2011-01-09 08:00:00,Primavera,0,0,Tempo Limpo,4.1,4.545,49,19.0012,0,10,10,Janeiro,Domingo,8,1
194,2011-01-09 09:00:00,Primavera,0,0,Tempo Limpo,4.92,3.79,46,35.0008,0,19,19,Janeiro,Domingo,9,1
195,2011-01-09 10:00:00,Primavera,0,0,Tempo Limpo,5.74,5.305,43,26.0027,0,49,49,Janeiro,Domingo,10,1
196,2011-01-09 11:00:00,Primavera,0,0,Tempo Limpo,6.56,6.06,40,35.0008,2,47,49,Janeiro,Domingo,11,1
